case,activity,timestamp,completeTime,first,second,country
161,C,2019/01/12 14:39:46.162,2019/01/12 14:39:46.162,62,135,Cyprus
164,A,2019/01/12 14:40:00.000,2019/01/12 14:40:00.000,160,26,Cameroon
155,A,2019/01/12 14:40:21.325,2019/01/12 14:40:21.325,41,3,Ireland
157,H,2019/01/12 14:44:58.374,2019/01/12 14:44:58.374,193,33,Vatican City
154,B,2019/01/12 14:45:09.961,2019/01/12 14:45:09.961,230,33,Poland
151,O,2019/01/12 14:49:15.810,2019/01/12 14:49:15.810,26,63,Lebanon
163,D,2019/01/12 14:50:14.348,2019/01/12 14:50:14.348,205,71,Burkina Faso
158,D,2019/01/12 14:50:27.675,2019/01/12 14:50:27.675,109,106,Diego Garcia
162,C,2019/01/12 14:55:49.874,2019/01/12 14:55:49.874,108,46,China
153,M,2019/01/12 14:57:50.008,2019/01/12 14:57:50.008,121,141,French Polynesia
160,E,2019/01/12 14:58:53.505,2019/01/12 14:58:53.505,142,45,Russia
165,A,2019/01/12 15:00:00.000,2019/01/12 15:00:00.000,120,129,Solomon Islands
156,J,2019/01/12 15:03:07.827,2019/01/12 15:03:07.827,65,248,United Kingdom
159,D,2019/01/12 15:07:49.335,2019/01/12 15:07:49.335,208,218,Congo - Kinshasa
161,A,2019/01/12 15:08:19.367,2019/01/12 15:08:19.367,101,48,Palau
155,D,2019/01/12 15:08:56.764,2019/01/12 15:08:56.764,53,134,Luxembourg
164,B,2019/01/12 15:11:01.727,2019/01/12 15:11:01.727,172,39,Brazil
154,C,2019/01/12 15:13:11.340,2019/01/12 15:13:11.340,43,112,Romania
158,F,2019/01/12 15:18:53.914,2019/01/12 15:18:53.914,0,154,North Korea
166,A,2019/01/12 15:20:00.000,2019/01/12 15:20:00.000,81,202,Kiribati
163,F,2019/01/12 15:21:44.622,2019/01/12 15:21:44.622,231,141,French Southern Territories
162,A,2019/01/12 15:25:04.517,2019/01/12 15:25:04.517,207,104,Bhutan
153,O,2019/01/12 15:26:29.681,2019/01/12 15:26:29.681,35,181,Honduras
160,G,2019/01/12 15:26:47.536,2019/01/12 15:26:47.536,17,90,Cameroon
165,D,2019/01/12 15:28:43.505,2019/01/12 15:28:43.505,228,186,Diego Garcia
156,L,2019/01/12 15:31:37.189,2019/01/12 15:31:37.189,158,170,Angola
154,A,2019/01/12 15:37:27.923,2019/01/12 15:37:27.923,64,3,Latvia
155,F,2019/01/12 15:39:01.072,2019/01/12 15:39:01.072,150,20,Timor-Leste
167,A,2019/01/12 15:40:00.000,2019/01/12 15:40:00.000,166,19,Antigua & Barbuda
161,D,2019/01/12 15:40:22.524,2019/01/12 15:40:22.524,224,154,Mayotte
159,F,2019/01/12 15:40:49.311,2019/01/12 15:40:49.311,70,228,Czech Republic
164,C,2019/01/12 15:43:04.830,2019/01/12 15:43:04.830,131,170,British Virgin Islands
158,E,2019/01/12 15:47:14.192,2019/01/12 15:47:14.192,153,6,Hong Kong SAR China
162,D,2019/01/12 15:53:22.922,2019/01/12 15:53:22.922,133,127,Dominican Republic
163,E,2019/01/12 15:54:12.210,2019/01/12 15:54:12.210,248,227,Nauru
166,B,2019/01/12 15:55:52.846,2019/01/12 15:55:52.846,32,148,Pakistan
160,H,2019/01/12 15:57:14.891,2019/01/12 15:57:14.891,126,10,Kyrgyzstan
168,A,2019/01/12 16:00:00.000,2019/01/12 16:00:00.000,183,19,Tunisia
165,F,2019/01/12 16:03:58.261,2019/01/12 16:03:58.261,39,67,San Marino
156,M,2019/01/12 16:05:17.086,2019/01/12 16:05:17.086,182,228,Congo - Kinshasa
154,D,2019/01/12 16:09:45.716,2019/01/12 16:09:45.716,76,31,Tristan da Cunha
159,E,2019/01/12 16:10:44.458,2019/01/12 16:10:44.458,86,124,Congo - Brazzaville
155,E,2019/01/12 16:10:47.407,2019/01/12 16:10:47.407,67,220,Georgia
167,D,2019/01/12 16:12:10.339,2019/01/12 16:12:10.339,127,7,Christmas Island
161,F,2019/01/12 16:13:13.154,2019/01/12 16:13:13.154,249,184,Nepal
158,G,2019/01/12 16:13:59.826,2019/01/12 16:13:59.826,201,250,Sint Maarten
164,A,2019/01/12 16:16:35.649,2019/01/12 16:16:35.649,58,46,Greenland
162,F,2019/01/12 16:18:42.320,2019/01/12 16:18:42.320,22,245,Guadeloupe
169,A,2019/01/12 16:20:00.000,2019/01/12 16:20:00.000,152,79,Colombia
166,C,2019/01/12 16:24:27.632,2019/01/12 16:24:27.632,153,137,Bahrain
163,G,2019/01/12 16:26:02.613,2019/01/12 16:26:02.613,91,174,Guinea-Bissau
168,B,2019/01/12 16:31:26.762,2019/01/12 16:31:26.762,235,47,China
156,N,2019/01/12 16:36:57.155,2019/01/12 16:36:57.155,40,196,Algeria
167,F,2019/01/12 16:37:50.405,2019/01/12 16:37:50.405,77,16,Tristan da Cunha
154,F,2019/01/12 16:38:41.595,2019/01/12 16:38:41.595,172,88,Palestinian Territories
170,A,2019/01/12 16:40:00.000,2019/01/12 16:40:00.000,14,121,Anguilla
158,I,2019/01/12 16:40:22.625,2019/01/12 16:40:22.625,221,112,Norway
155,G,2019/01/12 16:42:04.857,2019/01/12 16:42:04.857,147,93,French Guiana
161,E,2019/01/12 16:45:25.124,2019/01/12 16:45:25.124,180,192,St. Lucia
159,G,2019/01/12 16:47:23.333,2019/01/12 16:47:23.333,76,174,Lithuania
164,B,2019/01/12 16:49:04.732,2019/01/12 16:49:04.732,111,179,British Indian Ocean Territory
162,E,2019/01/12 16:49:25.900,2019/01/12 16:49:25.900,118,185,New Caledonia
163,H,2019/01/12 16:51:54.432,2019/01/12 16:51:54.432,158,41,El Salvador
166,A,2019/01/12 16:52:33.522,2019/01/12 16:52:33.522,145,50,Isle of Man
169,B,2019/01/12 16:55:12.830,2019/01/12 16:55:12.830,168,78,Antarctica
168,C,2019/01/12 17:02:43.123,2019/01/12 17:02:43.123,99,102,Eritrea
158,J,2019/01/12 17:06:04.020,2019/01/12 17:06:04.020,171,100,Papua New Guinea
154,E,2019/01/12 17:07:25.820,2019/01/12 17:07:25.820,174,20,India
167,E,2019/01/12 17:07:31.376,2019/01/12 17:07:31.376,43,139,Solomon Islands
170,B,2019/01/12 17:12:39.031,2019/01/12 17:12:39.031,54,149,Namibia
155,H,2019/01/12 17:12:48.700,2019/01/12 17:12:48.700,249,101,Kyrgyzstan
161,G,2019/01/12 17:18:15.550,2019/01/12 17:18:15.550,112,9,Saudi Arabia
159,I,2019/01/12 17:19:35.894,2019/01/12 17:19:35.894,128,85,Nigeria
172,A,2019/01/12 17:20:00.000,2019/01/12 17:20:00.000,27,96,Bermuda
162,G,2019/01/12 17:20:22.908,2019/01/12 17:20:22.908,233,145,Uzbekistan
164,C,2019/01/12 17:20:51.326,2019/01/12 17:20:51.326,154,55,Nigeria
169,C,2019/01/12 17:24:56.719,2019/01/12 17:24:56.719,126,29,Macedonia
166,B,2019/01/12 17:25:06.222,2019/01/12 17:25:06.222,168,167,Bermuda
168,A,2019/01/12 17:29:34.159,2019/01/12 17:29:34.159,176,10,Hong Kong SAR China
158,L,2019/01/12 17:35:12.016,2019/01/12 17:35:12.016,36,172,Iran
167,G,2019/01/12 17:35:21.629,2019/01/12 17:35:21.629,69,65,Tristan da Cunha
154,G,2019/01/12 17:37:28.935,2019/01/12 17:37:28.935,212,87,Botswana
173,A,2019/01/12 17:40:00.000,2019/01/12 17:40:00.000,17,101,Gabon
161,I,2019/01/12 17:43:48.101,2019/01/12 17:43:48.101,146,51,Antarctica
170,C,2019/01/12 17:43:51.216,2019/01/12 17:43:51.216,62,138,Ethiopia
164,A,2019/01/12 17:46:20.361,2019/01/12 17:46:20.361,64,170,Svalbard & Jan Mayen
172,B,2019/01/12 17:47:34.325,2019/01/12 17:47:34.325,118,132,Montenegro
159,J,2019/01/12 17:51:44.531,2019/01/12 17:51:44.531,163,72,United Arab Emirates
169,A,2019/01/12 17:53:04.771,2019/01/12 17:53:04.771,114,48,Mexico
162,H,2019/01/12 17:53:32.789,2019/01/12 17:53:32.789,124,69,Croatia
166,C,2019/01/12 17:54:04.182,2019/01/12 17:54:04.182,80,82,Bangladesh
168,B,2019/01/12 17:58:13.417,2019/01/12 17:58:13.417,9,114,Micronesia
167,I,2019/01/12 17:58:43.774,2019/01/12 17:58:43.774,219,104,Peru
154,I,2019/01/12 18:03:07.600,2019/01/12 18:03:07.600,213,89,South Africa
158,M,2019/01/12 18:04:31.308,2019/01/12 18:04:31.308,106,149,Antarctica
173,B,2019/01/12 18:07:53.080,2019/01/12 18:07:53.080,139,219,New Zealand
170,A,2019/01/12 18:12:17.769,2019/01/12 18:12:17.769,119,241,Chile
161,J,2019/01/12 18:16:26.815,2019/01/12 18:16:26.815,28,218,Guinea
172,C,2019/01/12 18:17:08.430,2019/01/12 18:17:08.430,199,36,Bosnia & Herzegovina
164,D,2019/01/12 18:17:09.962,2019/01/12 18:17:09.962,19,29,Greenland
175,A,2019/01/12 18:20:00.000,2019/01/12 18:20:00.000,15,175,Svalbard & Jan Mayen
169,B,2019/01/12 18:20:52.221,2019/01/12 18:20:52.221,133,180,St. Martin
159,L,2019/01/12 18:24:39.020,2019/01/12 18:24:39.020,223,180,Algeria
167,J,2019/01/12 18:24:42.327,2019/01/12 18:24:42.327,115,43,Trinidad & Tobago
154,J,2019/01/12 18:26:15.030,2019/01/12 18:26:15.030,138,88,Turkey
166,A,2019/01/12 18:29:05.616,2019/01/12 18:29:05.616,237,219,Cambodia
173,C,2019/01/12 18:29:12.335,2019/01/12 18:29:12.335,29,127,Nigeria
168,C,2019/01/12 18:30:45.503,2019/01/12 18:30:45.503,75,223,Austria
158,N,2019/01/12 18:35:27.778,2019/01/12 18:35:27.778,71,231,Tuvalu
161,L,2019/01/12 18:44:53.523,2019/01/12 18:44:53.523,49,148,Bangladesh
170,B,2019/01/12 18:48:04.745,2019/01/12 18:48:04.745,16,215,Spain
169,C,2019/01/12 18:48:49.610,2019/01/12 18:48:49.610,180,130,Iraq
172,A,2019/01/12 18:49:24.093,2019/01/12 18:49:24.093,106,252,Falkland Islands
164,F,2019/01/12 18:50:10.858,2019/01/12 18:50:10.858,63,40,Tunisia
175,B,2019/01/12 18:50:13.431,2019/01/12 18:50:13.431,249,111,Romania
167,K,2019/01/12 18:53:24.036,2019/01/12 18:53:24.036,203,108,Jordan
166,D,2019/01/12 18:54:39.923,2019/01/12 18:54:39.923,81,118,Ascension Island
154,K,2019/01/12 18:57:33.765,2019/01/12 18:57:33.765,158,145,United Arab Emirates
159,M,2019/01/12 18:58:02.802,2019/01/12 18:58:02.802,15,111,Egypt
177,A,2019/01/12 19:00:00.000,2019/01/12 19:00:00.000,103,50,Suriname
173,A,2019/01/12 19:00:45.913,2019/01/12 19:00:45.913,178,117,Gibraltar
168,A,2019/01/12 19:04:42.897,2019/01/12 19:04:42.897,156,20,Poland
170,C,2019/01/12 19:13:44.925,2019/01/12 19:13:44.925,3,4,Costa Rica
175,C,2019/01/12 19:18:04.923,2019/01/12 19:18:04.923,56,149,British Indian Ocean Territory
161,M,2019/01/12 19:18:36.851,2019/01/12 19:18:36.851,77,188,Cambodia
169,A,2019/01/12 19:18:51.111,2019/01/12 19:18:51.111,77,131,Lesotho
164,E,2019/01/12 19:19:19.907,2019/01/12 19:19:19.907,164,39,Liechtenstein
178,A,2019/01/12 19:20:00.000,2019/01/12 19:20:00.000,18,57,Philippines
166,F,2019/01/12 19:21:01.288,2019/01/12 19:21:01.288,105,239,Liberia
172,D,2019/01/12 19:22:49.510,2019/01/12 19:22:49.510,240,211,Sierra Leone
167,M,2019/01/12 19:24:26.528,2019/01/12 19:24:26.528,169,147,New Zealand
154,M,2019/01/12 19:24:41.700,2019/01/12 19:24:41.700,9,139,Greece
159,O,2019/01/12 19:26:36.495,2019/01/12 19:26:36.495,190,62,Grenada
173,B,2019/01/12 19:30:59.740,2019/01/12 19:30:59.740,208,179,Tajikistan
177,D,2019/01/12 19:33:55.585,2019/01/12 19:33:55.585,138,250,Burundi
168,B,2019/01/12 19:33:59.209,2019/01/12 19:33:59.209,121,90,Kyrgyzstan
170,A,2019/01/12 19:39:43.803,2019/01/12 19:39:43.803,253,205,Kosovo
179,A,2019/01/12 19:40:00.000,2019/01/12 19:40:00.000,255,95,Malaysia
161,O,2019/01/12 19:45:13.838,2019/01/12 19:45:13.838,167,203,Tonga
164,G,2019/01/12 19:45:22.458,2019/01/12 19:45:22.458,163,234,Slovenia
175,A,2019/01/12 19:47:59.294,2019/01/12 19:47:59.294,113,29,Curaçao
169,D,2019/01/12 19:52:47.764,2019/01/12 19:52:47.764,60,253,Turkey
154,N,2019/01/12 19:53:11.405,2019/01/12 19:53:11.405,15,42,St. Kitts & Nevis
166,E,2019/01/12 19:53:19.136,2019/01/12 19:53:19.136,103,206,New Caledonia
172,F,2019/01/12 19:55:13.112,2019/01/12 19:55:13.112,128,233,Iran
178,B,2019/01/12 19:55:13.682,2019/01/12 19:55:13.682,44,3,Russia
167,O,2019/01/12 19:57:43.946,2019/01/12 19:57:43.946,137,22,Brazil
180,A,2019/01/12 20:00:00.000,2019/01/12 20:00:00.000,77,163,Burkina Faso
177,F,2019/01/12 20:00:43.833,2019/01/12 20:00:43.833,45,61,Tajikistan
173,C,2019/01/12 20:01:45.716,2019/01/12 20:01:45.716,0,91,Namibia
168,C,2019/01/12 20:04:46.289,2019/01/12 20:04:46.289,247,216,Bahamas
170,B,2019/01/12 20:10:47.739,2019/01/12 20:10:47.739,229,224,Western Sahara
179,B,2019/01/12 20:11:02.759,2019/01/12 20:11:02.759,135,135,Kuwait
164,I,2019/01/12 20:12:39.343,2019/01/12 20:12:39.343,164,208,Gabon
169,F,2019/01/12 20:18:10.829,2019/01/12 20:18:10.829,170,113,French Polynesia
181,A,2019/01/12 20:20:00.000,2019/01/12 20:20:00.000,178,48,French Polynesia
178,C,2019/01/12 20:21:19.761,2019/01/12 20:21:19.761,130,136,Mauritius
175,D,2019/01/12 20:22:22.547,2019/01/12 20:22:22.547,129,39,Eritrea
172,E,2019/01/12 20:22:39.001,2019/01/12 20:22:39.001,99,108,Guyana
166,G,2019/01/12 20:24:01.561,2019/01/12 20:24:01.561,141,252,Sweden
177,E,2019/01/12 20:28:34.771,2019/01/12 20:28:34.771,83,133,Cocos (Keeling) Islands
168,A,2019/01/12 20:29:45.123,2019/01/12 20:29:45.123,61,144,Canary Islands
173,A,2019/01/12 20:30:43.093,2019/01/12 20:30:43.093,124,177,Wallis & Futuna
180,B,2019/01/12 20:31:54.156,2019/01/12 20:31:54.156,127,189,Uruguay
171,B,2019/01/12 20:35:39.309,2019/01/12 20:35:39.309,151,162,Uzbekistan
170,C,2019/01/12 20:37:09.072,2019/01/12 20:37:09.072,76,139,Czech Republic
182,A,2019/01/12 20:40:00.000,2019/01/12 20:40:00.000,159,137,Equatorial Guinea
179,C,2019/01/12 20:40:47.902,2019/01/12 20:40:47.902,100,143,Andorra
164,J,2019/01/12 20:42:03.523,2019/01/12 20:42:03.523,156,40,Faroe Islands
169,E,2019/01/12 20:49:51.558,2019/01/12 20:49:51.558,88,214,Macau SAR China
172,G,2019/01/12 20:49:52.826,2019/01/12 20:49:52.826,237,94,Ireland
175,F,2019/01/12 20:52:06.762,2019/01/12 20:52:06.762,48,98,Angola
181,B,2019/01/12 20:52:58.277,2019/01/12 20:52:58.277,167,114,Uzbekistan
178,A,2019/01/12 20:53:30.646,2019/01/12 20:53:30.646,135,197,Bolivia
173,D,2019/01/12 20:54:14.307,2019/01/12 20:54:14.307,81,148,Libya
166,I,2019/01/12 20:54:14.416,2019/01/12 20:54:14.416,22,75,Guinea
177,G,2019/01/12 20:58:31.597,2019/01/12 20:58:31.597,175,38,Belarus
168,D,2019/01/12 20:58:39.340,2019/01/12 20:58:39.340,29,225,Slovakia
180,C,2019/01/12 20:59:47.539,2019/01/12 20:59:47.539,124,60,Cayman Islands
183,A,2019/01/12 21:00:00.000,2019/01/12 21:00:00.000,191,236,Greenland
171,C,2019/01/12 21:05:49.725,2019/01/12 21:05:49.725,200,92,Greenland
182,D,2019/01/12 21:07:10.490,2019/01/12 21:07:10.490,244,90,Kazakhstan
179,A,2019/01/12 21:11:47.661,2019/01/12 21:11:47.661,252,139,Netherlands
173,F,2019/01/12 21:14:35.414,2019/01/12 21:14:35.414,44,197,American Samoa
164,L,2019/01/12 21:15:08.534,2019/01/12 21:15:08.534,95,149,Togo
172,I,2019/01/12 21:15:10.233,2019/01/12 21:15:10.233,26,114,Japan
169,G,2019/01/12 21:19:44.696,2019/01/12 21:19:44.696,229,43,Ghana
181,C,2019/01/12 21:21:22.112,2019/01/12 21:21:22.112,236,64,Oman
178,B,2019/01/12 21:22:52.509,2019/01/12 21:22:52.509,136,138,St. Vincent & Grenadines
175,E,2019/01/12 21:23:24.282,2019/01/12 21:23:24.282,131,212,British Virgin Islands
166,J,2019/01/12 21:24:00.379,2019/01/12 21:24:00.379,94,76,Sint Maarten
183,B,2019/01/12 21:24:33.822,2019/01/12 21:24:33.822,193,76,Moldova
180,A,2019/01/12 21:25:09.406,2019/01/12 21:25:09.406,10,251,Sudan
177,I,2019/01/12 21:28:59.419,2019/01/12 21:28:59.419,31,83,Cape Verde
168,F,2019/01/12 21:30:22.485,2019/01/12 21:30:22.485,136,150,Angola
171,A,2019/01/12 21:33:00.398,2019/01/12 21:33:00.398,250,247,Sudan
182,F,2019/01/12 21:35:02.138,2019/01/12 21:35:02.138,118,218,Israel
172,J,2019/01/12 21:39:04.513,2019/01/12 21:39:04.513,240,138,Chad
185,A,2019/01/12 21:40:00.000,2019/01/12 21:40:00.000,38,159,Namibia
179,D,2019/01/12 21:45:10.155,2019/01/12 21:45:10.155,73,253,Panama
164,M,2019/01/12 21:45:53.983,2019/01/12 21:45:53.983,50,131,Peru
169,H,2019/01/12 21:45:57.039,2019/01/12 21:45:57.039,197,220,Burkina Faso
173,E,2019/01/12 21:47:15.668,2019/01/12 21:47:15.668,65,26,Paraguay
181,A,2019/01/12 21:48:21.292,2019/01/12 21:48:21.292,213,27,Sudan
178,C,2019/01/12 21:53:44.774,2019/01/12 21:53:44.774,251,235,Sweden
166,K,2019/01/12 21:54:47.036,2019/01/12 21:54:47.036,47,124,Cuba
175,G,2019/01/12 21:54:59.939,2019/01/12 21:54:59.939,161,76,Guernsey
183,C,2019/01/12 21:56:48.567,2019/01/12 21:56:48.567,61,37,Gambia
177,J,2019/01/12 21:58:00.026,2019/01/12 21:58:00.026,17,140,Slovenia
174,F,2019/01/12 21:58:38.574,2019/01/12 21:58:38.574,53,62,Myanmar (Burma)
168,E,2019/01/12 21:58:51.838,2019/01/12 21:58:51.838,71,58,Jordan
186,A,2019/01/12 22:00:00.000,2019/01/12 22:00:00.000,61,240,Costa Rica
180,D,2019/01/12 22:00:45.208,2019/01/12 22:00:45.208,152,198,Madagascar
171,D,2019/01/12 22:01:36.778,2019/01/12 22:01:36.778,13,237,Croatia
172,K,2019/01/12 22:08:59.337,2019/01/12 22:08:59.337,70,212,India
182,E,2019/01/12 22:09:04.542,2019/01/12 22:09:04.542,88,30,Uruguay
176,B,2019/01/12 22:12:28.904,2019/01/12 22:12:28.904,230,225,Mozambique
179,F,2019/01/12 22:12:32.201,2019/01/12 22:12:32.201,32,203,Russia
185,B,2019/01/12 22:14:19.675,2019/01/12 22:14:19.675,181,11,Benin
181,D,2019/01/12 22:17:02.719,2019/01/12 22:17:02.719,75,247,Burundi
164,O,2019/01/12 22:17:23.603,2019/01/12 22:17:23.603,175,228,St. Kitts & Nevis
173,G,2019/01/12 22:19:47.989,2019/01/12 22:19:47.989,254,61,Mongolia
187,A,2019/01/12 22:20:00.000,2019/01/12 22:20:00.000,228,68,Benin
178,A,2019/01/12 22:21:32.821,2019/01/12 22:21:32.821,230,133,Macedonia
177,L,2019/01/12 22:25:35.823,2019/01/12 22:25:35.823,229,13,Senegal
183,A,2019/01/12 22:26:19.899,2019/01/12 22:26:19.899,203,246,Pakistan
166,M,2019/01/12 22:26:21.097,2019/01/12 22:26:21.097,141,252,Iran
168,G,2019/01/12 22:27:51.246,2019/01/12 22:27:51.246,244,212,Equatorial Guinea
174,E,2019/01/12 22:27:57.028,2019/01/12 22:27:57.028,229,239,Bulgaria
186,D,2019/01/12 22:29:28.283,2019/01/12 22:29:28.283,139,154,Sudan
175,I,2019/01/12 22:30:26.664,2019/01/12 22:30:26.664,238,113,Montenegro
180,F,2019/01/12 22:31:54.413,2019/01/12 22:31:54.413,92,173,Qatar
171,F,2019/01/12 22:32:24.122,2019/01/12 22:32:24.122,249,197,U.S. Virgin Islands
179,E,2019/01/12 22:35:36.558,2019/01/12 22:35:36.558,49,151,St. Lucia
182,G,2019/01/12 22:37:40.207,2019/01/12 22:37:40.207,13,136,South Africa
176,C,2019/01/12 22:39:37.142,2019/01/12 22:39:37.142,33,46,Palau
188,A,2019/01/12 22:40:00.000,2019/01/12 22:40:00.000,240,143,Togo
181,F,2019/01/12 22:42:15.482,2019/01/12 22:42:15.482,116,99,Isle of Man
172,M,2019/01/12 22:42:31.331,2019/01/12 22:42:31.331,186,213,Papua New Guinea
185,C,2019/01/12 22:43:09.737,2019/01/12 22:43:09.737,74,253,Moldova
187,B,2019/01/12 22:46:01.625,2019/01/12 22:46:01.625,100,237,Moldova
183,B,2019/01/12 22:50:01.910,2019/01/12 22:50:01.910,26,131,Uruguay
173,H,2019/01/12 22:50:27.486,2019/01/12 22:50:27.486,202,99,Belgium
178,D,2019/01/12 22:52:23.779,2019/01/12 22:52:23.779,82,105,Namibia
177,M,2019/01/12 22:53:55.875,2019/01/12 22:53:55.875,253,104,Guyana
168,I,2019/01/12 22:54:59.193,2019/01/12 22:54:59.193,238,245,St. Kitts & Nevis
166,O,2019/01/12 22:56:41.663,2019/01/12 22:56:41.663,75,152,St. Kitts & Nevis
174,G,2019/01/12 22:57:12.308,2019/01/12 22:57:12.308,252,50,Timor-Leste
186,F,2019/01/12 22:57:16.196,2019/01/12 22:57:16.196,94,244,St. Pierre & Miquelon
171,E,2019/01/12 22:59:42.333,2019/01/12 22:59:42.333,208,137,Chile
175,J,2019/01/12 23:01:21.187,2019/01/12 23:01:21.187,201,149,Saudi Arabia
180,E,2019/01/12 23:02:38.523,2019/01/12 23:02:38.523,178,9,Namibia
179,G,2019/01/12 23:06:11.710,2019/01/12 23:06:11.710,110,78,Suriname
182,H,2019/01/12 23:07:19.305,2019/01/12 23:07:19.305,53,144,Western Sahara
176,A,2019/01/12 23:10:11.487,2019/01/12 23:10:11.487,151,41,Bolivia
188,B,2019/01/12 23:12:51.903,2019/01/12 23:12:51.903,112,195,Sint Maarten
185,A,2019/01/12 23:13:17.717,2019/01/12 23:13:17.717,134,185,Puerto Rico
187,C,2019/01/12 23:16:25.465,2019/01/12 23:16:25.465,183,70,Finland
172,O,2019/01/12 23:17:17.349,2019/01/12 23:17:17.349,34,60,Hungary
183,C,2019/01/12 23:19:47.562,2019/01/12 23:19:47.562,142,136,Belgium
190,A,2019/01/12 23:20:00.000,2019/01/12 23:20:00.000,169,39,India
177,N,2019/01/12 23:20:02.801,2019/01/12 23:20:02.801,221,95,Mauritius
174,I,2019/01/12 23:23:09.060,2019/01/12 23:23:09.060,87,103,Slovenia
168,J,2019/01/12 23:25:32.153,2019/01/12 23:25:32.153,95,16,Denmark
178,F,2019/01/12 23:25:37.404,2019/01/12 23:25:37.404,226,221,Nauru
184,D,2019/01/12 23:26:18.805,2019/01/12 23:26:18.805,34,97,Tajikistan
171,G,2019/01/12 23:30:32.723,2019/01/12 23:30:32.723,1,62,Turkmenistan
186,E,2019/01/12 23:33:10.695,2019/01/12 23:33:10.695,187,183,Macedonia
180,G,2019/01/12 23:33:49.644,2019/01/12 23:33:49.644,179,58,Bangladesh
179,H,2019/01/12 23:33:54.273,2019/01/12 23:33:54.273,211,207,Liberia
175,L,2019/01/12 23:35:06.357,2019/01/12 23:35:06.357,106,45,St. Martin
188,C,2019/01/12 23:37:28.498,2019/01/12 23:37:28.498,2,74,Sint Maarten
191,A,2019/01/12 23:40:00.000,2019/01/12 23:40:00.000,221,172,Cocos (Keeling) Islands
187,A,2019/01/12 23:40:14.163,2019/01/12 23:40:14.163,180,186,Bhutan
176,D,2019/01/12 23:41:46.044,2019/01/12 23:41:46.044,33,162,St. Martin
185,D,2019/01/12 23:46:19.215,2019/01/12 23:46:19.215,99,230,St. Martin
190,B,2019/01/12 23:46:31.090,2019/01/12 23:46:31.090,215,3,Jordan
183,A,2019/01/12 23:47:26.928,2019/01/12 23:47:26.928,6,145,Faroe Islands
178,E,2019/01/12 23:52:13.776,2019/01/12 23:52:13.776,220,15,Norfolk Island
184,F,2019/01/12 23:55:33.497,2019/01/12 23:55:33.497,99,129,Maldives
168,L,2019/01/12 23:57:04.192,2019/01/12 23:57:04.192,78,2,Trinidad & Tobago
174,J,2019/01/12 23:57:47.276,2019/01/12 23:57:47.276,30,55,Tuvalu
171,H,2019/01/12 23:59:54.372,2019/01/12 23:59:54.372,233,178,Macau SAR China
192,A,2019/01/13 00:00:00.000,2019/01/13 00:00:00.000,16,200,Japan
188,A,2019/01/13 00:04:24.557,2019/01/13 00:04:24.557,100,26,Antigua & Barbuda
180,H,2019/01/13 00:05:40.571,2019/01/13 00:05:40.571,2,103,Qatar
186,G,2019/01/13 00:06:06.487,2019/01/13 00:06:06.487,81,232,Palestinian Territories
175,M,2019/01/13 00:06:15.836,2019/01/13 00:06:15.836,230,30,Norfolk Island
191,D,2019/01/13 00:06:20.140,2019/01/13 00:06:20.140,246,212,Pitcairn Islands
187,D,2019/01/13 00:10:45.551,2019/01/13 00:10:45.551,212,31,Germany
183,D,2019/01/13 00:13:53.069,2019/01/13 00:13:53.069,149,155,Grenada
176,F,2019/01/13 00:14:00.631,2019/01/13 00:14:00.631,199,197,Austria
190,C,2019/01/13 00:15:54.723,2019/01/13 00:15:54.723,238,104,San Marino
185,F,2019/01/13 00:18:18.576,2019/01/13 00:18:18.576,249,95,Nicaragua
193,A,2019/01/13 00:20:00.000,2019/01/13 00:20:00.000,226,56,Latvia
178,G,2019/01/13 00:22:09.253,2019/01/13 00:22:09.253,59,100,Seychelles
184,E,2019/01/13 00:23:34.704,2019/01/13 00:23:34.704,212,235,Kenya
174,K,2019/01/13 00:25:03.340,2019/01/13 00:25:03.340,25,115,Mongolia
168,M,2019/01/13 00:27:00.409,2019/01/13 00:27:00.409,17,143,Micronesia
192,B,2019/01/13 00:32:30.130,2019/01/13 00:32:30.130,193,12,Antarctica
186,H,2019/01/13 00:36:48.991,2019/01/13 00:36:48.991,100,22,Canary Islands
188,D,2019/01/13 00:37:17.982,2019/01/13 00:37:17.982,140,241,Croatia
176,E,2019/01/13 00:38:19.979,2019/01/13 00:38:19.979,59,27,Uruguay
175,O,2019/01/13 00:38:45.851,2019/01/13 00:38:45.851,234,93,Solomon Islands
194,A,2019/01/13 00:40:00.000,2019/01/13 00:40:00.000,49,220,Côte d'Ivoire
187,F,2019/01/13 00:40:44.929,2019/01/13 00:40:44.929,113,55,Antigua & Barbuda
191,F,2019/01/13 00:42:00.008,2019/01/13 00:42:00.008,229,4,Caribbean Netherlands
185,E,2019/01/13 00:43:37.366,2019/01/13 00:43:37.366,114,189,Philippines
190,A,2019/01/13 00:45:58.010,2019/01/13 00:45:58.010,93,64,Indonesia
193,D,2019/01/13 00:47:24.127,2019/01/13 00:47:24.127,145,49,Wallis & Futuna
183,F,2019/01/13 00:49:08.821,2019/01/13 00:49:08.821,10,26,Liberia
174,M,2019/01/13 00:52:15.780,2019/01/13 00:52:15.780,44,56,Gambia
178,H,2019/01/13 00:52:40.491,2019/01/13 00:52:40.491,135,23,U.S. Outlying Islands
