case,activity,timestamp
Case 13952,EngSupplierDesign Lead,2011/02/26 10:00:34.000
Case 12373,Process Creation,2011/02/26 10:00:45.000
Case 12373,EngSupplierDesign Lead,2011/02/26 11:00:57.000
Case 4530,Process Creation,2011/02/26 12:00:40.000
Case 5414,CRA,2011/02/26 12:00:47.000
Case 11408,CRA,2011/02/26 12:00:47.000
Case 12197,CRA,2011/02/26 12:00:47.000
Case 19210,CRA,2011/02/26 12:00:47.000
Case 1435,CRA,2011/02/26 12:00:48.000
Case 4044,Process Creation,2011/02/26 12:00:48.000
Case 6470,CRA,2011/02/26 12:00:48.000
Case 6802,CRA,2011/02/26 12:00:48.000
Case 24767,Process Creation,2011/02/26 13:00:16.000
Case 22,Process Creation,2011/02/26 13:00:28.000
Case 3619,Process Creation,2011/02/26 13:00:39.000
Case 20604,Process Creation,2011/02/26 13:00:43.000
Case 22,EngSupplierDesign Lead,2011/02/26 13:00:47.000
Case 3619,EngSupplierDesign Lead,2011/02/26 13:00:47.000
Case 20604,EngSupplierDesign Lead,2011/02/26 13:00:47.000
Case 24767,EngSupplierDesign Lead,2011/02/26 13:00:47.000
Case 4044,EngSupplierDesign Lead,2011/02/26 13:00:48.000
Case 4530,EngSupplierDesign Lead,2011/02/26 13:00:48.000
Case 5136,Process Creation,2011/02/28 13:00:08.000
Case 16706,Process Creation,2011/02/28 13:00:12.000
Case 5136,EngSupplierDesign Lead,2011/02/28 13:00:13.000
Case 16706,EngSupplierDesign Lead,2011/02/28 13:00:13.000
Case 17545,Process Creation,2011/02/28 14:00:28.000
Case 17545,EngSupplierDesign Lead,2011/02/28 14:00:29.000
Case 17545,WP Lead,2011/02/28 14:00:31.000
Case 17545,Stress WP Lead,2011/02/28 14:00:32.000
Case 12198,Process Creation,2011/02/28 15:00:12.000
Case 12198,EngSupplierDesign Lead,2011/02/28 15:00:13.000
Case 5415,Process Creation,2011/02/28 15:00:14.000
Case 5415,EngSupplierDesign Lead,2011/02/28 15:00:14.000
Case 508,Process Creation,2011/02/28 16:00:14.000
Case 508,EngSupplierDesign Lead,2011/02/28 16:00:15.000
Case 6471,Process Creation,2011/02/28 16:00:21.000
Case 6471,EngSupplierDesign Lead,2011/02/28 16:00:21.000
Case 1436,Process Creation,2011/02/28 16:00:23.000
Case 1436,EngSupplierDesign Lead,2011/02/28 16:00:23.000
Case 4530,WP Lead,2011/02/28 16:00:31.000
Case 4044,WP Lead,2011/02/28 16:00:33.000
Case 13952,WP Lead,2011/02/28 16:00:35.000
Case 24767,WP Lead,2011/02/28 16:00:38.000
Case 1840,WP Lead,2011/02/28 16:00:39.000
Case 508,WP Lead,2011/02/28 16:00:52.000
Case 14448,Process Creation,2011/02/28 17:00:00.000
Case 14448,EngSupplierDesign Lead,2011/02/28 17:00:02.000
Case 12198,WP Lead,2011/02/28 17:00:04.000
Case 6803,Process Creation,2011/02/28 17:00:30.000
Case 6803,EngSupplierDesign Lead,2011/02/28 17:00:32.000
Case 11409,Process Creation,2011/02/28 17:00:33.000
Case 11409,EngSupplierDesign Lead,2011/02/28 17:00:33.000
Case 508,Stress WP Lead,2011/02/28 17:00:34.000
Case 19211,Process Creation,2011/02/28 17:00:34.000
Case 12198,Stress WP Lead,2011/02/28 17:00:35.000
Case 19211,EngSupplierDesign Lead,2011/02/28 17:00:35.000
Case 1840,Stress WP Lead,2011/02/28 17:00:37.000
Case 24767,Stress WP Lead,2011/02/28 17:00:37.000
Case 4044,Stress WP Lead,2011/02/28 17:00:38.000
Case 4530,Stress WP Lead,2011/02/28 17:00:38.000
Case 13952,Stress WP Lead,2011/02/28 17:00:38.000
Case 13116,Process Creation,2011/02/28 18:00:23.000
Case 13116,EngSupplierDesign Lead,2011/02/28 18:00:23.000
Case 6318,Process Creation,2011/03/01 09:00:21.000
Case 6318,EngSupplierDesign Lead,2011/03/01 09:00:23.000
Case 18332,Process Creation,2011/03/01 12:00:17.000
Case 19915,Process Creation,2011/03/01 12:00:43.000
Case 1757,Process Creation,2011/03/01 13:00:02.000
Case 1757,EngSupplierDesign Lead,2011/03/01 13:00:03.000
Case 18332,EngSupplierDesign Lead,2011/03/01 13:00:03.000
Case 19915,EngSupplierDesign Lead,2011/03/01 13:00:03.000
Case 17545,CRA,2011/03/01 13:00:34.000
Case 508,CRA,2011/03/01 13:00:35.000
Case 1840,CRA,2011/03/01 13:00:35.000
Case 12198,CRA,2011/03/01 13:00:35.000
Case 13952,CRA,2011/03/01 13:00:35.000
Case 24767,CRA,2011/03/01 13:00:35.000
Case 4044,CRA,2011/03/01 13:00:36.000
Case 4530,CRA,2011/03/01 13:00:36.000
Case 2582,Weight,2011/03/01 14:00:07.000
Case 12830,Weight,2011/03/01 14:00:10.000
Case 7403,Weight,2011/03/01 14:00:13.000
Case 14449,Process Creation,2011/03/01 14:00:17.000
Case 14671,Weight,2011/03/01 14:00:17.000
Case 14449,EngSupplierDesign Lead,2011/03/01 14:00:18.000
Case 6819,Weight,2011/03/01 14:00:20.000
Case 11839,Process Creation,2011/03/01 14:00:20.000
Case 1789,Process Creation,2011/03/01 14:00:37.000
Case 1474,Process Creation,2011/03/01 14:00:46.000
Case 1474,EngSupplierDesign Lead,2011/03/01 14:00:47.000
Case 12830,ME Fabrication Checker,2011/03/01 14:00:50.000
Case 6819,ME Fabrication Checker,2011/03/01 14:00:51.000
Case 7403,ME Fabrication Checker,2011/03/01 14:00:51.000
Case 2582,ME Fabrication Checker,2011/03/01 14:00:52.000
Case 14671,ME Fabrication Checker,2011/03/01 14:00:52.000
Case 1088,Process Creation,2011/03/01 14:00:55.000
Case 17545,Weight,2011/03/01 15:00:02.000
Case 17545,ME Assembly Checker,2011/03/01 15:00:07.000
Case 1088,EngSupplierDesign Lead,2011/03/01 15:00:11.000
Case 1789,EngSupplierDesign Lead,2011/03/01 15:00:12.000
Case 11839,EngSupplierDesign Lead,2011/03/01 15:00:12.000
Case 18550,Process Creation,2011/03/01 15:00:14.000
Case 18550,EngSupplierDesign Lead,2011/03/01 15:00:16.000
Case 2392,Process Creation,2011/03/01 15:00:27.000
Case 2392,EngSupplierDesign Lead,2011/03/01 15:00:28.000
Case 13117,Process Creation,2011/03/01 16:00:14.000
Case 13117,EngSupplierDesign Lead,2011/03/01 16:00:15.000
Case 17545,M_P,2011/03/01 17:00:03.000
Case 4397,Process Creation,2011/03/01 17:00:06.000
Case 4397,EngSupplierDesign Lead,2011/03/01 17:00:07.000
Case 15135,Process Creation,2011/03/01 18:00:06.000
Case 15135,EngSupplierDesign Lead,2011/03/01 18:00:08.000
Case 17207,Process Creation,2011/03/01 18:00:35.000
Case 17207,EngSupplierDesign Lead,2011/03/01 18:00:36.000
Case 10836,Process Creation,2011/03/02 09:00:32.000
Case 10836,EngSupplierDesign Lead,2011/03/02 09:00:33.000
Case 23,Process Creation,2011/03/02 10:00:06.000
Case 3620,Process Creation,2011/03/02 11:00:03.000
Case 20605,Process Creation,2011/03/02 11:00:31.000
Case 23,EngSupplierDesign Lead,2011/03/02 11:00:32.000
Case 3620,EngSupplierDesign Lead,2011/03/02 11:00:32.000
Case 20605,EngSupplierDesign Lead,2011/03/02 11:00:32.000
Case 1089,Process Creation,2011/03/02 11:00:48.000
Case 1790,Process Creation,2011/03/02 11:00:57.000
Case 11840,Process Creation,2011/03/02 12:00:06.000
Case 1758,Process Creation,2011/03/02 12:00:14.000
Case 19916,Process Creation,2011/03/02 12:00:23.000
Case 1758,EngSupplierDesign Lead,2011/03/02 12:00:24.000
Case 19916,EngSupplierDesign Lead,2011/03/02 12:00:24.000
Case 1089,EngSupplierDesign Lead,2011/03/02 12:00:25.000
Case 1790,EngSupplierDesign Lead,2011/03/02 12:00:25.000
Case 11840,EngSupplierDesign Lead,2011/03/02 12:00:25.000
Case 19916,WP Lead,2011/03/02 14:00:01.000
Case 1758,WP Lead,2011/03/02 14:00:04.000
Case 11840,WP Lead,2011/03/02 14:00:05.000
Case 1790,WP Lead,2011/03/02 14:00:07.000
Case 1089,WP Lead,2011/03/02 14:00:10.000
Case 15136,Process Creation,2011/03/02 14:00:41.000
Case 15136,EngSupplierDesign Lead,2011/03/02 14:00:42.000
Case 1841,Process Creation,2011/03/02 14:00:47.000
Case 1841,EngSupplierDesign Lead,2011/03/02 15:00:24.000
Case 13953,Process Creation,2011/03/02 15:00:29.000
Case 20091,Process Creation,2011/03/02 15:00:42.000
Case 16289,Process Creation,2011/03/02 16:00:35.000
Case 1758,Stress WP Lead,2011/03/02 17:00:47.000
Case 19916,Stress WP Lead,2011/03/02 17:00:47.000
Case 1089,Stress WP Lead,2011/03/02 17:00:49.000
Case 1790,Stress WP Lead,2011/03/02 17:00:49.000
Case 11840,Stress WP Lead,2011/03/02 17:00:49.000
Case 8159,Process Creation,2011/03/02 17:00:51.000
Case 8159,EngSupplierDesign Lead,2011/03/02 17:00:52.000
Case 16289,EngSupplierDesign Lead,2011/03/02 17:00:52.000
Case 20091,EngSupplierDesign Lead,2011/03/02 17:00:53.000
Case 1201,Process Creation,2011/03/02 18:00:41.000
Case 1201,EngSupplierDesign Lead,2011/03/02 18:00:43.000
Case 4924,Process Creation,2011/03/03 10:00:25.000
Case 4924,EngSupplierDesign Lead,2011/03/03 10:00:26.000
Case 4925,Process Creation,2011/03/03 11:00:07.000
Case 4925,EngSupplierDesign Lead,2011/03/03 11:00:07.000
Case 8382,Process Creation,2011/03/03 11:00:08.000
Case 17380,Process Creation,2011/03/03 11:00:08.000
Case 17380,EngSupplierDesign Lead,2011/03/03 11:00:08.000
Case 8382,EngSupplierDesign Lead,2011/03/03 11:00:09.000
Case 19741,Process Creation,2011/03/03 11:00:42.000
Case 19741,EngSupplierDesign Lead,2011/03/03 11:00:45.000
Case 14450,Process Creation,2011/03/03 12:00:36.000
Case 6472,Process Creation,2011/03/03 12:00:37.000
Case 14450,EngSupplierDesign Lead,2011/03/03 12:00:37.000
Case 6472,EngSupplierDesign Lead,2011/03/03 12:00:38.000
Case 1437,Process Creation,2011/03/03 12:00:39.000
Case 1437,EngSupplierDesign Lead,2011/03/03 12:00:39.000
Case 6804,Process Creation,2011/03/03 12:00:40.000
Case 6804,EngSupplierDesign Lead,2011/03/03 12:00:41.000
Case 11410,Process Creation,2011/03/03 12:00:42.000
Case 11410,EngSupplierDesign Lead,2011/03/03 12:00:42.000
Case 19212,Process Creation,2011/03/03 12:00:43.000
Case 19212,EngSupplierDesign Lead,2011/03/03 12:00:43.000
Case 15137,Process Creation,2011/03/03 14:00:45.000
Case 15137,EngSupplierDesign Lead,2011/03/03 14:00:46.000
Case 17208,Process Creation,2011/03/03 15:00:02.000
Case 8707,Process Creation,2011/03/03 15:00:14.000
Case 8707,EngSupplierDesign Lead,2011/03/03 15:00:14.000
Case 17208,EngSupplierDesign Lead,2011/03/03 15:00:16.000
Case 14451,Process Creation,2011/03/03 16:00:44.000
Case 6473,Process Creation,2011/03/03 16:00:45.000
Case 1438,Process Creation,2011/03/03 16:00:46.000
Case 6805,Process Creation,2011/03/03 16:00:47.000
Case 11411,Process Creation,2011/03/03 16:00:47.000
Case 19213,Process Creation,2011/03/03 16:00:48.000
Case 19213,EngSupplierDesign Lead,2011/03/03 16:00:49.000
Case 6805,EngSupplierDesign Lead,2011/03/03 16:00:50.000
Case 11411,EngSupplierDesign Lead,2011/03/03 16:00:50.000
Case 1438,EngSupplierDesign Lead,2011/03/03 16:00:51.000
Case 6473,EngSupplierDesign Lead,2011/03/03 16:00:51.000
Case 14451,EngSupplierDesign Lead,2011/03/03 16:00:52.000
Case 4926,Process Creation,2011/03/03 17:00:09.000
Case 4926,EngSupplierDesign Lead,2011/03/03 17:00:10.000
Case 17381,Process Creation,2011/03/03 17:00:11.000
Case 17381,EngSupplierDesign Lead,2011/03/03 17:00:11.000
Case 19917,Process Creation,2011/03/03 17:00:41.000
Case 1759,Process Creation,2011/03/03 17:00:43.000
Case 10837,Process Creation,2011/03/03 17:00:44.000
Case 10837,EngSupplierDesign Lead,2011/03/03 17:00:45.000
Case 1791,Process Creation,2011/03/03 17:00:48.000
Case 1090,Process Creation,2011/03/03 17:00:50.000
Case 13954,Process Creation,2011/03/03 18:00:01.000
Case 10838,Process Creation,2011/03/03 18:00:15.000
Case 11210,Process Creation,2011/03/03 18:00:16.000
Case 10838,EngSupplierDesign Lead,2011/03/03 18:00:17.000
Case 11210,EngSupplierDesign Lead,2011/03/03 18:00:17.000
Case 11841,Process Creation,2011/03/03 18:00:18.000
Case 24768,Process Creation,2011/03/03 18:00:41.000
Case 1090,EngSupplierDesign Lead,2011/03/03 18:00:42.000
Case 11841,EngSupplierDesign Lead,2011/03/03 18:00:42.000
Case 24768,EngSupplierDesign Lead,2011/03/03 18:00:42.000
Case 1759,EngSupplierDesign Lead,2011/03/03 18:00:43.000
Case 1791,EngSupplierDesign Lead,2011/03/03 18:00:43.000
Case 19917,EngSupplierDesign Lead,2011/03/03 18:00:43.000
Case 13955,Process Creation,2011/03/04 10:00:37.000
Case 19742,Process Creation,2011/03/04 10:00:50.000
Case 4531,Process Creation,2011/03/04 10:00:51.000
Case 19742,EngSupplierDesign Lead,2011/03/04 10:00:51.000
Case 4045,Process Creation,2011/03/04 11:00:07.000
Case 4045,EngSupplierDesign Lead,2011/03/04 11:00:08.000
Case 4531,EngSupplierDesign Lead,2011/03/04 11:00:08.000
Case 13955,EngSupplierDesign Lead,2011/03/04 11:00:09.000
Case 3621,Process Creation,2011/03/04 11:00:23.000
Case 8708,Process Creation,2011/03/04 11:00:23.000
Case 8708,EngSupplierDesign Lead,2011/03/04 11:00:24.000
Case 20606,Process Creation,2011/03/04 11:00:27.000
Case 16289,WP Lead,2011/03/04 11:00:32.000
Case 24,Process Creation,2011/03/04 11:00:48.000
Case 24,EngSupplierDesign Lead,2011/03/04 11:00:49.000
Case 20606,EngSupplierDesign Lead,2011/03/04 11:00:49.000
Case 3621,EngSupplierDesign Lead,2011/03/04 11:00:50.000
Case 6319,Process Creation,2011/03/04 12:00:25.000
Case 6319,EngSupplierDesign Lead,2011/03/04 12:00:26.000
Case 18333,Process Creation,2011/03/04 12:00:26.000
Case 18333,EngSupplierDesign Lead,2011/03/04 12:00:27.000
Case 13118,Process Creation,2011/03/04 12:00:29.000
Case 13118,EngSupplierDesign Lead,2011/03/04 12:00:29.000
Case 20092,Process Creation,2011/03/04 12:00:40.000
Case 1475,Process Creation,2011/03/04 12:00:53.000
Case 1475,EngSupplierDesign Lead,2011/03/04 12:00:54.000
Case 4398,Process Creation,2011/03/04 13:00:24.000
Case 4398,EngSupplierDesign Lead,2011/03/04 13:00:24.000
Case 509,Process Creation,2011/03/04 13:00:57.000
Case 509,EngSupplierDesign Lead,2011/03/04 13:00:57.000
Case 1476,Process Creation,2011/03/04 14:00:00.000
Case 16706,WP Lead,2011/03/04 14:00:00.000
Case 1476,EngSupplierDesign Lead,2011/03/04 14:00:01.000
Case 5136,WP Lead,2011/03/04 14:00:03.000
Case 24,WP Lead,2011/03/04 14:00:04.000
Case 12199,Process Creation,2011/03/04 14:00:17.000
Case 11557,Process Creation,2011/03/04 14:00:18.000
Case 12199,EngSupplierDesign Lead,2011/03/04 14:00:18.000
Case 20092,EngSupplierDesign Lead,2011/03/04 14:00:19.000
Case 11557,EngSupplierDesign Lead,2011/03/04 14:00:20.000
Case 8159,WP Lead,2011/03/04 14:00:23.000
Case 1842,Process Creation,2011/03/04 14:00:27.000
Case 1842,EngSupplierDesign Lead,2011/03/04 14:00:28.000
Case 5416,Process Creation,2011/03/04 14:00:40.000
Case 5416,EngSupplierDesign Lead,2011/03/04 14:00:40.000
Case 8382,WP Lead,2011/03/04 14:00:51.000
Case 17208,WP Lead,2011/03/04 14:00:54.000
Case 12200,Process Creation,2011/03/04 14:00:57.000
Case 12200,EngSupplierDesign Lead,2011/03/04 14:00:58.000
Case 18333,WP Lead,2011/03/04 15:00:04.000
Case 18551,Process Creation,2011/03/04 15:00:35.000
Case 18551,EngSupplierDesign Lead,2011/03/04 15:00:35.000
Case 2393,Process Creation,2011/03/04 15:00:54.000
Case 2393,EngSupplierDesign Lead,2011/03/04 15:00:54.000
Case 10839,Process Creation,2011/03/04 16:00:04.000
Case 11211,Process Creation,2011/03/04 16:00:05.000
Case 10839,EngSupplierDesign Lead,2011/03/04 16:00:06.000
Case 11211,EngSupplierDesign Lead,2011/03/04 16:00:06.000
Case 10839,WP Lead,2011/03/04 16:00:07.000
Case 11211,WP Lead,2011/03/04 16:00:07.000
Case 13955,Stress WP Lead,2011/03/04 16:00:07.000
Case 17208,Stress WP Lead,2011/03/04 16:00:38.000
Case 8382,Stress WP Lead,2011/03/04 16:00:41.000
Case 18333,Stress WP Lead,2011/03/04 16:00:44.000
Case 8159,Stress WP Lead,2011/03/04 16:00:49.000
Case 20092,Stress WP Lead,2011/03/04 16:00:50.000
Case 16289,Stress WP Lead,2011/03/04 16:00:51.000
Case 11558,Process Creation,2011/03/04 16:00:52.000
Case 4045,Stress WP Lead,2011/03/04 16:00:54.000
Case 24769,Process Creation,2011/03/04 17:00:00.000
Case 1843,Process Creation,2011/03/04 17:00:11.000
Case 2582,Stress,2011/03/04 17:00:18.000
Case 14671,Stress,2011/03/04 17:00:18.000
Case 17545,Stress,2011/03/04 17:00:18.000
Case 6819,Stress,2011/03/04 17:00:19.000
Case 7403,Stress,2011/03/04 17:00:19.000
Case 12830,Stress,2011/03/04 17:00:19.000
Case 4532,Process Creation,2011/03/04 17:00:21.000
Case 1843,EngSupplierDesign Lead,2011/03/04 17:00:22.000
Case 4532,EngSupplierDesign Lead,2011/03/04 17:00:22.000
Case 11558,EngSupplierDesign Lead,2011/03/04 17:00:23.000
Case 24769,EngSupplierDesign Lead,2011/03/04 17:00:23.000
Case 2582,Design Lead,2011/03/04 18:00:08.000
Case 14671,Design Lead,2011/03/04 18:00:09.000
Case 6819,Design Lead,2011/03/04 18:00:10.000
Case 12830,Design Lead,2011/03/04 18:00:11.000
Case 7403,Design Lead,2011/03/04 18:00:12.000
Case 11558,Stress WP Lead,2011/03/04 18:00:15.000
Case 1843,Stress WP Lead,2011/03/04 18:00:16.000
Case 24769,Stress WP Lead,2011/03/04 18:00:16.000
Case 4532,Stress WP Lead,2011/03/04 18:00:17.000
Case 24,Stress WP Lead,2011/03/05 09:00:32.000
Case 24,CRA,2011/03/07 14:00:11.000
Case 8159,CRA,2011/03/07 14:00:11.000
Case 16289,CRA,2011/03/07 14:00:11.000
Case 17208,CRA,2011/03/07 14:00:11.000
Case 18333,CRA,2011/03/07 14:00:11.000
Case 7502,Process Creation,2011/03/07 14:00:29.000
Case 7502,EngSupplierDesign Lead,2011/03/07 14:00:32.000
Case 3622,Process Creation,2011/03/07 15:00:31.000
Case 20607,Process Creation,2011/03/07 15:00:42.000
Case 7503,Process Creation,2011/03/07 16:00:17.000
Case 7503,EngSupplierDesign Lead,2011/03/07 16:00:18.000
Case 3622,EngSupplierDesign Lead,2011/03/07 17:00:11.000
Case 20607,EngSupplierDesign Lead,2011/03/07 17:00:11.000
Case 17545,ME Fabrication Checker,2011/03/07 17:00:49.000
Case 17545,Design Lead,2011/03/07 17:00:55.000
Case 11841,WP Lead,2011/03/08 09:00:20.000
Case 19917,WP Lead,2011/03/08 09:00:23.000
Case 1759,WP Lead,2011/03/08 09:00:27.000
Case 1791,WP Lead,2011/03/08 09:00:30.000
Case 18334,Process Creation,2011/03/08 09:00:33.000
Case 17209,Process Creation,2011/03/08 10:00:09.000
Case 1090,WP Lead,2011/03/08 10:00:10.000
Case 16290,Process Creation,2011/03/08 10:00:12.000
Case 8160,Process Creation,2011/03/08 10:00:14.000
Case 1202,Process Creation,2011/03/08 10:00:20.000
Case 4927,Process Creation,2011/03/08 10:00:21.000
Case 4927,EngSupplierDesign Lead,2011/03/08 10:00:21.000
Case 8383,Process Creation,2011/03/08 10:00:24.000
Case 1202,EngSupplierDesign Lead,2011/03/08 10:00:25.000
Case 8160,EngSupplierDesign Lead,2011/03/08 10:00:25.000
Case 8383,EngSupplierDesign Lead,2011/03/08 10:00:25.000
Case 16290,EngSupplierDesign Lead,2011/03/08 10:00:26.000
Case 18334,EngSupplierDesign Lead,2011/03/08 10:00:26.000
Case 17209,EngSupplierDesign Lead,2011/03/08 10:00:27.000
Case 17382,Process Creation,2011/03/08 10:00:34.000
Case 17382,EngSupplierDesign Lead,2011/03/08 10:00:35.000
Case 19743,Process Creation,2011/03/08 10:00:45.000
Case 19743,EngSupplierDesign Lead,2011/03/08 10:00:46.000
Case 17209,Stress WP Lead,2011/03/08 11:00:23.000
Case 13193,Process Creation,2011/03/08 12:00:03.000
Case 6320,Process Creation,2011/03/08 12:00:08.000
Case 6320,EngSupplierDesign Lead,2011/03/08 12:00:09.000
Case 13194,Process Creation,2011/03/08 12:00:15.000
Case 16290,Stress WP Lead,2011/03/08 12:00:15.000
Case 6406,Process Creation,2011/03/08 12:00:17.000
Case 8160,Stress WP Lead,2011/03/08 12:00:17.000
Case 6406,EngSupplierDesign Lead,2011/03/08 12:00:19.000
Case 6406,WP Lead,2011/03/08 12:00:20.000
Case 7503,WP Lead,2011/03/08 12:00:20.000
Case 1202,Stress WP Lead,2011/03/08 12:00:27.000
Case 8383,Stress WP Lead,2011/03/08 12:00:29.000
Case 12374,Process Creation,2011/03/08 12:00:32.000
Case 12374,EngSupplierDesign Lead,2011/03/08 12:00:33.000
Case 13194,EngSupplierDesign Lead,2011/03/08 12:00:33.000
Case 25,Process Creation,2011/03/08 12:00:49.000
Case 12832,Process Creation,2011/03/09 09:00:19.000
Case 12832,EngSupplierDesign Lead,2011/03/09 09:00:19.000
Case 25,EngSupplierDesign Lead,2011/03/09 09:00:22.000
Case 1843,WP Lead,2011/03/09 10:00:07.000
Case 4045,WP Lead,2011/03/09 10:00:07.000
Case 13955,WP Lead,2011/03/09 10:00:07.000
Case 4532,WP Lead,2011/03/09 10:00:08.000
Case 24769,WP Lead,2011/03/09 10:00:08.000
Case 18334,WP Lead,2011/03/09 10:00:10.000
Case 7405,Process Creation,2011/03/09 10:00:32.000
Case 7405,EngSupplierDesign Lead,2011/03/09 10:00:33.000
Case 12776,ME Assembly Checker,2011/03/09 10:00:34.000
Case 12832,WP Lead,2011/03/09 10:00:34.000
Case 7405,WP Lead,2011/03/09 10:00:40.000
Case 7405,Stress WP Lead,2011/03/09 10:00:44.000
Case 12832,Stress WP Lead,2011/03/09 10:00:44.000
Case 20092,WP Lead,2011/03/09 11:00:02.000
Case 16290,WP Lead,2011/03/09 11:00:12.000
Case 1202,WP Lead,2011/03/09 11:00:14.000
Case 8160,WP Lead,2011/03/09 11:00:14.000
Case 8383,WP Lead,2011/03/09 11:00:14.000
Case 17209,WP Lead,2011/03/09 11:00:14.000
Case 21573,Process Creation,2011/03/09 14:00:12.000
Case 7405,CRA,2011/03/09 14:00:19.000
Case 12832,CRA,2011/03/09 14:00:20.000
Case 5709,Process Creation,2011/03/09 14:00:26.000
Case 5709,EngSupplierDesign Lead,2011/03/09 14:00:27.000
Case 21573,EngSupplierDesign Lead,2011/03/09 14:00:27.000
Case 17210,Process Creation,2011/03/09 14:00:37.000
Case 20093,Process Creation,2011/03/09 15:00:04.000
Case 16291,Process Creation,2011/03/09 15:00:42.000
Case 16291,EngSupplierDesign Lead,2011/03/09 15:00:43.000
Case 20093,EngSupplierDesign Lead,2011/03/09 15:00:43.000
Case 17210,EngSupplierDesign Lead,2011/03/09 15:00:44.000
Case 12832,Weight,2011/03/09 16:00:13.000
Case 7405,Weight,2011/03/09 16:00:14.000
Case 8161,Process Creation,2011/03/09 16:00:24.000
Case 1203,Process Creation,2011/03/09 16:00:45.000
Case 8384,Process Creation,2011/03/09 16:00:59.000
Case 8384,EngSupplierDesign Lead,2011/03/09 17:00:00.000
Case 1203,EngSupplierDesign Lead,2011/03/09 17:00:01.000
Case 8161,EngSupplierDesign Lead,2011/03/09 17:00:01.000
Case 8540,Process Creation,2011/03/09 17:00:18.000
Case 4515,Process Creation,2011/03/09 17:00:20.000
Case 4515,EngSupplierDesign Lead,2011/03/09 17:00:23.000
